subject,x,y
1,3.0770821671722928,0.24727028407066848
1,1.205121584608981,1.6716414841885385
1,1.9799094927041079,2.929620186068969
1,3.5885726338230812,0.4465354235641684
1,3.1546364568588783,0.21237876323452337
1,1.718257747955486,1.1582036316062663
1,3.2398645326373097,0.39980850902665976
1,1.751627077496015,3.0671806157161363
1,1.7390588968913856,1.9967112873301591
1,2.051539341559453,1.3632706186629886
1,1.869659299821879,0.06616403086364109
1,1.9889598635857109,0.39600713218157446
1,4.501100813535296,-0.6319231821548762
1,1.8692522830332465,0.4388284299122077
1,3.9023995904221844,-0.06875312888848722
1,2.6600368553977445,0.6425391417993602
1,3.0766464691001323,1.1637670553331643
1,2.324357052453581,0.9180429843009267
1,2.0516930797679303,2.3935662408589815
1,2.1354272163214705,0.822432129652739
2,1.2071920464808772,0.7384648850000985
2,0.24694146749403378,0.5249213240429491
2,2.796416289396043,2.06843914565193
2,1.4583852194753657,1.045699776617744
2,1.883745175468494,-1.0692236501198806
2,0.9760862264305715,0.936291592742875
2,-0.3916771833914374,2.2214765692461302
2,1.275495084172206,0.3422259063045805
2,2.867897650544243,1.9871401909316577
2,2.6084776927635285,-0.5499286081171341
2,2.032518638851349,1.1024066476435659
2,1.5387992660090717,2.1854763967455018
2,1.0704358376269756,0.20489171251074367
2,0.28798850430286693,-0.01494853402055929
2,0.8743097930521081,0.696105939381633
2,2.199021057550192,0.3706071902516215
2,1.8247905196823453,0.5974501983939248
2,1.8311483444316794,0.0975388535202747
2,0.12976573317529438,3.6485385252248337
2,0.6995078701745685,-1.0729240994510214
3,1.2344034603755119,-0.098294879410944
3,0.4760901786094264,0.218210903099749
3,0.8150223268667451,0.5558528174285219
3,-0.1080056145259276,1.2652533562534232
3,0.14469564144118485,0.6341222585568214
3,1.8988099106072918,0.4224949761561075
3,0.6346327516461925,0.9057558559822562
3,1.8960394660080442,-0.3224562486830326
3,0.9710021703818057,2.122802962487574
3,3.0752863674566235,-0.2402266514840769
3,-1.3012224600559745,2.0170149953526897
3,1.334393979706608,-0.38637830924997896
3,0.1799935104607543,1.60548102075458
3,1.3374047116505532,0.8948349541186569
3,1.680847112778849,0.5821901904443806
3,1.917790442157253,1.4275715060081278
3,2.2908189151270664,1.1598568277923706
3,-1.0354917864302984,-0.04840888044205882
3,1.5144168030932694,0.5511879377563871
3,0.8594503282621472,0.11978004152852156
4,-1.613535082665543,0.22192286443994436
4,-3.871294199247643,-0.7919820614270822
4,-2.6936100781672714,-0.3498450478780186
4,-2.482682372245045,-0.6982657807779274
4,-1.2519262066367136,-1.2129869680491634
4,-1.8472054987066788,0.28547280997298086
4,-2.466194164787832,0.12350934547782949
4,-1.5396050621809263,-1.5636789111800815
4,0.5517014973960934,-1.207042919727547
4,-0.8780949827537056,-0.18004574832827958
4,-1.812308581212587,-0.9708662228268334
4,-2.3880879972175806,1.708044370146503
4,0.5965880898530582,-1.860483154983553
4,-1.7483333115507549,0.7057486149966222
4,-1.8600922619548024,-1.498614534489315
4,-0.6073672410029137,-2.3953563420437662
4,-1.0873295114352148,-0.9764034630776202
4,-1.607021875095202,-1.716562590888354
4,-2.9899958903637813,1.0836019244746777
4,-1.9901612547351715,-2.6036833974973526
5,5.525209904131999,2.5006396537101363
5,6.193341234731921,2.7000952495278563
5,4.923723163927622,3.2569661648131096
5,6.0713563627231295,2.2189808141794685
5,6.6946339386671205,3.6876656198208635
5,6.955522077913905,2.6491604558942163
5,4.5058176295660095,3.887463237836058
5,4.5955353515708035,2.283764231068668
5,4.6701236422755,3.249475366195709
5,5.55625007177944,2.447932622113051
5,4.5404703235865584,3.0877352780973313
5,7.842584366192648,1.6407274605158593
5,7.303537722125329,1.9352199949434137
5,7.005446225795827,3.9088731797158127
5,5.723528230812527,4.734972191105847
5,4.687386630119845,1.649129823898834
5,6.799422834938007,3.5772380187443176
5,6.094468446856565,3.9632338386844514
5,5.725800066704141,2.272302786208251
5,6.853817269404759,4.557841585960878
