"","x","y","subject"
"1",-0.569870026233438,3.64493528141056,"1"
"2",-1.0781675880216,7.44385440690766,"2"
"3",-2.53012246921307,11.7702409288925,"3"
"4",0.626294296212948,13.0867897218262,"4"
"5",3.10867605980008,13.5344336225457,"5"
"6",-1.55183640512108,4.5177257570117,"1"
"7",-1.28037234588527,6.31686687467383,"2"
"8",0.801542901188104,9.96629467327185,"3"
"9",2.22136543189024,13.1463320472357,"4"
"10",2.88831773049185,14.175641868388,"5"
"11",-0.426173726393844,2.96519476012497,"1"
"12",-1.00429904354152,6.86699420746636,"2"
"13",-3.93323431325928,11.6065803967427,"3"
"14",3.40271180312737,9.58500478636939,"4"
"15",3.05441718454413,13.9034872299589,"5"
"16",-6.13564741197369,8.45178903650295,"1"
"17",-2.43594982931659,7.52486108306332,"2"
"18",-2.05200889661448,11.8938539721254,"3"
"19",0.542217541417719,14.9355048942798,"4"
"20",2.74992146430149,14.4202634260719,"5"
"21",-7.37338662148483,10.7513245415087,"1"
"22",-0.324425911010951,6.87769058805555,"2"
"23",0.30674623567303,10.0214211511676,"3"
"24",-0.276273874023895,13.56651432294,"4"
"25",6.50762984213985,11.5770246779299,"5"
"26",-3.14707155704637,5.30356621556353,"1"
"27",-2.59014296598454,9.1034741603015,"2"
"28",1.79025132209004,8.50713747266892,"3"
"29",3.75626697506608,10.9805840640485,"4"
"30",5.64316216327497,12.2405495673353,"5"
"31",-2.62271949179982,5.65361159828367,"1"
"32",-0.892164692924822,6.19881203410319,"2"
"33",-0.123823421153443,9.20311383061511,"3"
"34",1.38807467252017,14.9002274644068,"4"
"35",3.23905799797523,14.5528957848351,"5"
"36",-5.38941395784103,8.20230032643122,"1"
"37",-2.4158345560392,8.9726474744861,"2"
"38",-2.53079270313653,11.403192739587,"3"
"39",6.33791193067703,8.11326669538703,"4"
"40",6.41592399660998,12.0082512290569,"5"
"41",-6.2462171664067,8.79562133202698,"1"
"42",-2.80576967059815,8.9806397978352,"2"
"43",-0.933310707246438,10.6185117978156,"3"
"44",3.55993023667264,11.980187083553,"4"
"45",3.83326186705634,13.7469216145668,"5"
"46",-3.49336297201049,5.11775455913405,"1"
"47",-2.05709351069741,8.1782447141021,"2"
"48",-0.0857409145826322,10.2763484239083,"3"
"49",4.73720456802891,9.63516440199639,"4"
"50",3.54845802868146,14.2224406587891,"5"
"51",-0.967058791140921,2.33113307760483,"1"
"52",-5.09750560846044,12.2164014404396,"2"
"53",1.16922749927214,8.95051415400983,"3"
"54",2.24770848768923,11.1781289704251,"4"
"55",4.43188313748795,13.517318790922,"5"
"56",-3.24072103448024,5.46596695185538,"1"
"57",-3.0046469062186,9.91991152534957,"2"
"58",-0.66641476733884,10.5179816241723,"3"
"59",-0.0371507662141775,14.5644645276902,"4"
