Talent,Status,x.pos,y.pos,Lucky,Unlucky,Size,Capital,Perceived.Talent
0.6008828359427976,Advantaged,0.13051133236236204,0.16065336261709123,12,1,14.745218991218332,20480,0.7508828359427976
0.8077952747859116,Advantaged,0.09675885661532964,0.6270465017690217,14,3,14.745218991218332,20480,0.9577952747859116
0.6977430399488993,Advantaged,0.6789688625099574,0.1878912222087476,10,0,14.599738127555884,10240,0.8477430399488993
0.7513093763098238,Advantaged,0.6654676753061531,0.21240114018237638,10,0,14.599738127555884,10240,0.9013093763098238
0.5420978760684115,Advantaged,0.1439783998176604,0.4301109490591792,9,0,14.179381950260725,5120,0.6920978760684116
0.6857694468466895,Advantaged,0.9904735380012208,0.7540825580302348,9,0,14.179381950260725,5120,0.8357694468466895
0.6667929351639506,Advantaged,0.7801385810482895,0.5500432273942921,12,3,14.179381950260725,5120,0.8167929351639506
0.7124872032637364,Advantaged,0.4843578942407349,0.7043544078970894,10,1,14.179381950260725,5120,0.8624872032637364
0.6621681037642924,Advantaged,0.10453918874981949,0.6301209346242991,10,1,14.179381950260725,5120,0.8121681037642924
0.600727139515371,Advantaged,0.017220876754182785,0.052501218592683176,9,0,14.179381950260725,5120,0.7507271395153711
0.5654168081297171,Advantaged,0.47500018946205574,0.6818756458178089,9,1,13.591268013328797,2560,0.7154168081297171
0.6406561767956677,Advantaged,0.9935208642635198,0.7419507526039651,8,0,13.591268013328797,2560,0.7906561767956677
0.5430990137227332,Advantaged,0.6704440324194266,0.6825743607124917,8,0,13.591268013328797,2560,0.6930990137227332
0.6132476124826459,Advantaged,0.6995861755790588,0.19489578648229405,11,3,13.591268013328797,2560,0.7632476124826459
0.6896344670220408,Advantaged,0.3722868883931333,0.5105061887541035,9,1,13.591268013328797,2560,0.8396344670220408
0.675023815582027,Advantaged,0.10945470816807924,0.48400333178906113,9,1,13.591268013328797,2560,0.825023815582027
0.7444698699652983,Disadvantaged,0.03818322352101257,0.09607972572233288,8,0,13.591268013328797,2560,0.5944698699652983
0.7148059228539088,Advantaged,0.8967335505274342,0.794253861947467,10,2,13.591268013328797,2560,0.8648059228539088
0.6421815083459333,Advantaged,0.6954009539982888,0.05955738479049126,9,1,13.591268013328797,2560,0.7921815083459334
0.6077728394659825,Advantaged,0.008547857562450701,0.9389563601079457,8,1,13.166243432076536,1280,0.7577728394659825
0.5904908142108072,Advantaged,0.24576080176719833,0.980450192004192,10,1,14.745218991218332,5120,0.7404908142108072
0.7290988730961743,Advantaged,0.5763685987829068,0.9803700402392936,11,2,14.745218991218332,5120,0.8790988730961743
0.6228088534525531,Advantaged,0.6941175034306758,0.878663131829342,9,1,14.456979446737355,2560,0.7728088534525531
0.683680600609273,Advantaged,0.6389149999030546,0.028263787667160457,10,2,14.456979446737355,2560,0.8336806006092731
0.6960050925081962,Advantaged,0.8897296704192048,0.01083612591792732,8,0,14.456979446737355,2560,0.8460050925081962
0.6635134591349413,Advantaged,0.4319170117980583,0.7453806127991471,10,2,14.456979446737355,2560,0.8135134591349413
0.5912394681802698,Advantaged,0.5515177451880343,0.6713099155484685,8,1,13.717773566204011,1280,0.7412394681802699
0.7258340395380095,Advantaged,0.7193378959666585,0.5175884913117972,9,2,13.717773566204011,1280,0.8758340395380095
0.661189780442584,Advantaged,0.784678543267994,0.26464015259453794,7,0,13.717773566204011,1280,0.811189780442584
0.5225473921433093,Advantaged,0.01909375764123762,0.35266540767926147,7,0,13.717773566204011,1280,0.6725473921433093
