Talent,Capital,x.pos,y.pos,Lucky,Unlucky,Size
0.48429759098449376,1280,0.6892350168877851,0.3751505692860121,7,0,14.819000116288723
0.6805623795160869,640,0.6212223022376924,0.23050500552832562,6,0,14.527879537180944
0.686310389971792,640,0.9347330504815229,0.9647066769472773,6,0,14.527879537180944
0.6247545982486683,320,0.27833997710163133,0.10028120936867574,5,0,13.590703399607946
0.8145672143737173,320,0.9677154661228056,0.8601112373217255,5,0,13.590703399607946
0.6338904098676956,320,0.6256151082890747,0.7824018400264394,9,4,13.590703399607946
0.5698444858795982,320,0.33871607974505247,0.5477824664955023,5,0,13.590703399607946
0.593822015560855,320,0.40854260470690346,0.5068388505820277,5,0,13.590703399607946
0.5592117012432042,320,0.7815996561922244,0.3048982150361535,5,0,13.590703399607946
0.6900395149052306,320,0.7614300977427105,0.32222818037545986,5,0,13.590703399607946
0.6577434248471149,2560,0.8661801903103177,0.5666552928568267,8,0,14.672061527399318
0.7544147649831646,2560,0.5515194422315195,0.9439298427126264,8,0,14.672061527399318
0.7726548082007904,1280,0.6186125036143694,0.5387655597212562,7,0,14.386391104178115
0.5933568019628598,1280,0.23952853150980835,0.06175191004978335,8,1,14.386391104178115
0.4702600749799085,640,0.7102771067183317,0.7647207224584041,6,0,13.224607976590615
0.7674722926827527,640,0.6296798310228693,0.5388978507383657,9,3,13.224607976590615
0.8729840393861166,640,0.3976807396578607,0.7493546610380712,6,0,13.224607976590615
0.5761273235667796,640,0.6439277076785597,0.5744125272659353,7,1,13.224607976590615
0.6561548472716575,640,0.8631598470855356,0.022414772851225825,7,1,13.224607976590615
0.6069364259831768,640,0.407444193195876,0.06742781329093807,6,0,13.224607976590615
0.8819701156417608,640,0.4119956970170826,0.5240362261581832,6,0,14.819000116288723
0.7394205429160964,320,0.8256827714338676,0.8357771187151936,5,0,13.590703399607946
0.7023166564987412,320,0.2060879784409161,0.3687846507455468,5,0,13.590703399607946
0.4734106619805967,320,0.11360944128613827,0.0952902166960548,5,0,13.590703399607946
0.7159755712706546,320,0.5168605712254009,0.3772857383632597,6,1,13.590703399607946
0.6064850012684085,320,0.92193251587242,0.8245794460575898,5,0,13.590703399607946
0.4977732466932705,320,0.22480077973326013,0.6601028688117603,5,0,13.590703399607946
0.46907600779271275,320,0.12217688026133722,0.06194248213201057,5,0,13.590703399607946
0.6953877856508699,320,0.7500567241474542,0.017927074130735736,7,2,13.590703399607946
0.6817303545297912,320,0.5068398994203676,0.4347444856388782,6,1,13.590703399607946
0.8141991498957745,2560,0.3155265551915309,0.6891979855179453,8,0,14.819000116288723
0.7630520105399936,640,0.3099369231683309,0.13620999862268493,7,1,14.386391104178115
0.7328642112025043,640,0.38079482411840626,0.5924868123740218,6,0,14.386391104178115
0.6198474048894215,640,0.39583767851263246,0.4017162060258512,7,1,14.386391104178115
0.605542952815835,320,0.8277363839943833,0.802498910146353,5,0,12.877859845830088
0.5139733806016014,320,0.3448737407142565,0.9089812659600573,6,1,12.877859845830088
0.6921129991617946,320,0.666983863101364,0.12403561035982005,5,0,12.877859845830088
0.8227292318746511,320,0.04492471216881268,0.5948847825349359,7,2,12.877859845830088
0.697269937864063,320,0.9870056395513928,0.4157095803295387,6,1,12.877859845830088
0.6692441777681796,320,0.24186109334568667,0.18482710738708058,5,0,12.877859845830088
0.6079364370251273,1280,0.8087637202098354,0.8617184327044223,7,0,14.672061527399318
0.6230070050774866,1280,0.2519127464521936,0.352736521223838,7,0,14.672061527399318
0.6034434265354717,640,0.17931819903381652,0.16280551411591435,7,1,13.977482015429421
0.5543456818631884,640,0.4154814921066962,0.1726392193069561,6,0,13.977482015429421
0.6241440854607936,640,0.7141321459217507,0.847762400042312,6,0,13.977482015429421
0.8155679137074747,640,0.8892891557808428,0.7239985642653534,7,1,13.977482015429421
0.5587946150721124,640,0.6136861378245927,0.6573519857567898,6,0,13.977482015429421
0.5894457572786251,320,0.7053318397091025,0.8490967480836445,8,3,13.34442629541393
0.6855071312730401,320,0.3908359300604655,0.2555014489494283,5,0,13.34442629541393
0.5773226944824279,320,0.9854993352710515,0.9585562824683996,5,0,13.34442629541393
0.640867135530329,10240,0.32306346139842784,0.7379438612026288,10,0,14.819000116288723
0.817702835603972,5120,0.30197546933082614,0.21500673538435308,9,0,14.672061527399318
0.7095297427603218,2560,0.7668531057749185,0.7275607781774314,9,1,14.527879537180944
0.7352628993864839,1280,0.03275134116388042,0.8113933218230692,7,0,14.247534893339692
0.7219745943844837,1280,0.3203419024803541,0.24208575774526309,7,0,14.247534893339692
0.7459034059581405,320,0.528948950134125,0.7359571264933943,5,0,13.84617074474516
0.7049293973393478,320,0.8797237443591732,0.09504670916653392,5,0,13.84617074474516
0.6148257946477493,320,0.12977432126795585,0.677961478410613,6,1,13.84617074474516
0.6365777943566349,160,0.464058101649827,0.053630882950583054,4,0,12.443505041314012
0.5784161184264377,160,0.73921149482705,0.06972180853426384,4,0,12.443505041314012
0.6352958844584835,5120,0.3283668186443751,0.9878665638649697,9,0,14.819000116288723
0.5605211108513869,1280,0.9908791970906418,0.8088811490724133,8,1,14.527879537180944
0.5382832882796121,1280,0.7713355792058512,0.006305237187174571,7,0,14.527879537180944
0.6053396133373766,640,0.918369003244912,0.022261225684448632,6,0,14.11125122329241
0.5613250737014,640,0.5516930312006294,0.8824306525039807,6,0,14.11125122329241
0.6472219627542247,640,0.06861868670177809,0.6410921948952647,7,1,14.11125122329241
0.5905262876197831,320,0.9103127182855164,0.032942689155965155,5,0,12.991371036766388
0.6809602389687163,320,0.5343431503806189,0.9550321270961927,5,0,12.991371036766388
0.5833075672836667,320,0.13211232507647716,0.03864104837174551,7,2,12.991371036766388
0.6929228355812564,320,0.2673683613781998,0.8905337227992621,5,0,12.991371036766388
0.6763203193382383,10240,0.7498352581285292,0.9781991435789424,10,0,14.819000116288723
0.7021875100058427,2560,0.9179067043494896,0.3692817676161411,8,0,14.672061527399318
0.7359218283696003,1280,0.3130535755702642,0.566659452941556,7,0,14.386391104178115
0.6812935327473273,1280,0.3612869830792816,0.7032986133387173,8,1,14.386391104178115
0.6143825231372884,640,0.22223223295915337,0.4875900474868122,6,0,14.11125122329241
0.6731688186546972,640,0.6256969780742251,0.8333506337517586,6,0,14.11125122329241
0.6440893292947701,320,0.7688851622871554,0.5640217300923773,5,0,13.34442629541393
0.6870726948688962,320,0.08028962887332437,0.18383570274324226,6,1,13.34442629541393
0.647783703789941,320,0.9782037524742756,0.18087164294994,5,0,13.34442629541393
0.6409802553550662,320,0.5308020642219546,0.6944132325058775,5,0,13.34442629541393
0.5902373172687887,1280,0.4868634392551392,0.964169760234654,7,0,14.672061527399318
0.5502603251408603,1280,0.7971621237716068,0.24813763426260013,7,0,14.672061527399318
0.5337009240348833,640,0.23562391798257531,0.8467576769956698,7,1,13.977482015429421
0.793437250705521,640,0.18200117430130752,0.2127711645858038,6,0,13.977482015429421
0.7022606843483326,640,0.1168641978052366,0.5421673398631722,6,0,13.977482015429421
0.6509990590616047,640,0.582346300069771,0.4896597690516573,7,1,13.977482015429421
0.6267832836357717,640,0.4826803347142182,0.649342460085207,7,1,13.977482015429421
0.7063016690253934,320,0.6173891964338405,0.7273216361205432,5,0,13.466441623818252
0.596279617288956,320,0.7311874216524374,0.18325318000395205,5,0,13.466441623818252
0.7774013086989541,320,0.0780296902176901,0.27742987748383735,6,1,13.466441623818252
0.6717349935190963,1280,0.5759652708807673,0.062111647308465856,8,1,14.672061527399318
0.7221440578778177,1280,0.4178341395425522,0.15740421012192224,7,0,14.672061527399318
0.6471954666946999,640,0.30456985072209614,0.08652113912631736,6,0,14.527879537180944
0.6344555654544625,320,0.7363841662100002,0.8529763517725231,6,1,13.224607976590615
0.6936954097021362,320,0.7657605813589151,0.8440651602959678,5,0,13.224607976590615
0.6499644341799766,320,0.8996522629306888,0.1531854220260565,5,0,13.224607976590615
0.6200974103842937,320,0.5627280237299126,0.0947836923218374,5,0,13.224607976590615
0.5549201317593837,320,0.014433121845005684,0.09603015116800495,5,0,13.224607976590615
0.7901889207156275,320,0.29983140933165203,0.8396107597723697,5,0,13.224607976590615
0.6327813833403386,320,0.9939725353146223,0.8303022475864515,5,0,13.224607976590615
0.6387939548824537,1280,0.5027069786820673,0.009004379779017017,7,0,14.819000116288723
0.6074369892366832,640,0.9149521221360424,0.6615688986219095,6,0,14.11125122329241
0.7641573177639792,640,0.6253732205808756,0.10164707235120868,7,1,14.11125122329241
0.5875685885662175,640,0.4957161362106861,0.4220005610994809,9,3,14.11125122329241
0.6296805305168495,640,0.841265710954559,0.011242379502750081,10,4,14.11125122329241
0.6894857879120152,640,0.00798074306517061,0.5056491793012848,6,0,14.11125122329241
0.705398299109472,320,0.7824575455595197,0.4439933166181233,5,0,13.224607976590615
0.6603613303828129,320,0.687891431923131,0.014968845648088711,5,0,13.224607976590615
0.6628632943281503,320,0.12060848636487824,0.6744119489880566,6,1,13.224607976590615
0.5344581934556394,320,0.3165837708682248,0.9234782666169497,10,5,13.224607976590615
0.7171234772789928,5120,0.007673085125079795,0.809310096291714,9,0,14.819000116288723
0.6202129210287266,2560,0.5254480469316263,0.9783811829578761,8,0,14.672061527399318
0.7046888507676423,640,0.7516549965667895,0.47941878656347037,8,2,14.247534893339692
0.7788642793713023,640,0.6355440249499767,0.2865735682976242,7,1,14.247534893339692
0.69136519602502,640,0.29166501939797135,0.3571812390101916,6,0,14.247534893339692
0.6919606715286484,320,0.6192922520541599,0.29944816195818397,5,0,13.466441623818252
0.7151729308743573,320,0.5338219708533707,0.9854465830823249,5,0,13.466441623818252
0.4833930025473332,320,0.7802141914584336,0.828688791445665,6,1,13.466441623818252
0.7513604024679637,320,0.04457662854139781,0.5001285345622556,5,0,13.466441623818252
0.6923881384856794,320,0.9236109942274252,0.4016453605689646,6,1,13.466441623818252
0.6719140667488309,1280,0.4552105370867275,0.46751544694184555,7,0,14.819000116288723
0.6876200630525386,640,0.7791466300864588,0.24217744880652436,7,1,14.247534893339692
0.5323674829977321,640,0.47138532432634844,0.9105565612127922,6,0,14.247534893339692
0.4791882057045529,640,0.9690262309764396,0.14225146052107884,6,0,14.247534893339692
0.8119174671564631,640,0.4556044390441303,0.35295850244137594,6,0,14.247534893339692
0.5819041996191621,320,0.26134474033522254,0.7760504558497104,5,0,13.590703399607946
0.7799699832905747,320,0.9940098965498827,0.3312451037467082,5,0,13.590703399607946
0.6851148559046489,320,0.8899343183729798,0.40247460489337383,5,0,13.590703399607946
0.7078835691604077,320,0.6610193870896798,0.4146625139502651,5,0,13.590703399607946
0.6989694264198584,320,0.9622468140291337,0.8342664132325618,5,0,13.590703399607946
0.63165745704344,2560,0.045819918051667845,0.4736240939665771,13,5,14.819000116288723
0.6081763650487708,1280,0.791116317377347,0.18308171153239983,7,0,14.672061527399318
0.7480225612866516,320,0.35371071062704074,0.9891673991009501,5,0,13.466441623818252
0.6345447992327997,320,0.40609484676628455,0.272174213798624,5,0,13.466441623818252
0.6132015467685128,320,0.311686062338572,0.6008777018898255,5,0,13.466441623818252
0.7043165658919986,320,0.9345669612828271,0.5762950231191419,5,0,13.466441623818252
0.9233032918305494,320,0.754174889689682,0.6266159547831104,5,0,13.466441623818252
0.6548394737098444,320,0.5487793423872516,0.9761447265248431,5,0,13.466441623818252
0.5729943529643056,320,0.7763134468768478,0.05891849240751483,5,0,13.466441623818252
0.6222655312879779,320,0.7963835630039986,0.7215902742267174,5,0,13.466441623818252
0.5748049346928055,1280,0.6661105385219298,0.10219967507511675,8,1,14.527879537180944
0.5914559949020631,1280,0.9067629756375832,0.5491317156482192,7,0,14.527879537180944
0.5062678337704509,1280,0.5021558427182374,0.9207314698822537,7,0,14.527879537180944
0.8124200253662388,640,0.5812044027991203,0.10313240585811623,6,0,13.84617074474516
0.5183002154639397,640,0.03975058955589856,0.7740250107072368,6,0,13.84617074474516
0.8025763298500453,640,0.08506599003425916,0.07613503706029881,6,0,13.84617074474516
0.6352285622670515,640,0.40280077171822387,0.183137268845029,6,0,13.84617074474516
0.6364068135564755,640,0.49850183378311974,0.9023520516530513,6,0,13.84617074474516
0.5489049196161592,320,0.7248238234650992,0.04593316746634705,5,0,12.038689331920716
0.6985637813863577,320,0.2520123635041087,0.9937155821386132,6,1,12.038689331920716
0.6737279227068889,10240,0.5921912951411132,0.048654860543522666,10,0,14.819000116288723
0.7555030083926366,1280,0.1481506937167223,0.9359874415422201,7,0,14.527879537180944
0.803244162374189,1280,0.1703589368757528,0.3640398271161766,8,1,14.527879537180944
0.7941179277446639,640,0.6481943297181372,0.1801471093435545,6,0,14.11125122329241
